index_recipenlg,split
242981,train
242992,train
243776,validation
244022,train
244084,train
244173,train
244305,train
244513,train
244554,train
245071,train
245559,train
245664,train
245930,test
246779,train
247669,test
248155,train
248182,train
248325,validation
248466,train
248635,train
248638,test
249393,train
249483,train
249674,train
250208,train
250242,train
250561,train
250946,train
251287,train
251833,train
251941,train
252000,train
252151,train
252156,train
252263,train
252695,train
253156,train
253472,validation
253722,train
253852,train
254224,train
254985,train
255107,validation
255110,validation
255333,train
255366,train
255369,test
256278,test
256311,train
256314,train
256479,train
257228,test
257262,train
257389,train
257780,train
257784,train
257882,train
258028,test
258247,train
258294,train
258511,train
259012,train
259049,train
259334,train
259864,train
260097,train
260255,train
260412,train
261114,test
261706,test
262133,train
262458,train
262595,test
262820,train
263312,validation
263464,test
263849,train
263973,train
264053,test
264524,train
264691,train
264874,train
264922,train
265055,train
265709,train
266024,test
266381,train
266388,train
266482,train
266836,train
267191,train
267491,test
267581,validation
267864,train
267888,train
267891,train
268097,train
268146,train
268232,train
268527,test
268629,train
268971,train
269107,train
269456,train
269758,train
269785,train
269893,train
270263,train
270356,train
270398,train
270439,train
270833,train
271250,validation
271373,train
271431,train
271650,train
271992,train
272151,train
273012,train
273210,train
273345,train
273584,test
273950,train
274159,validation
274573,train
274847,train
274950,validation
274971,train
275357,train
275651,train
275909,train
276580,train
276587,train
276944,validation
277012,train
277016,test
277274,test
277311,train
277428,train
277831,validation
277890,test
277912,train
277985,train
278347,train
278554,train
278597,train
278921,train
279158,train
279473,train
279616,train
279912,train
279959,train
280079,train
280762,train
280864,train
281151,train
281466,test
281608,train
281945,train
281993,train
282115,test
282129,train
282209,train
282253,train
282257,train
282390,train
283044,train
283678,train
284199,train
284307,train
284323,train
284761,validation
285206,train
285313,validation
285337,train
285338,train
286456,train
286471,test
286791,train
286871,train
286923,train
286995,train
287090,train
287226,train
287548,train
287576,train
288245,train
288842,train
289032,train
289314,train
289493,train
290148,train
290165,test
290880,test
291019,validation
291134,train
291175,train
291308,train
291376,train
291427,train
291491,train
291748,validation
292128,validation
292694,train
292833,train
292853,train
292925,train
293159,train
293179,train
293283,train
293399,train
293741,train
294165,train
294223,train
294292,validation
294736,train
295422,train
295440,train
295977,train
296193,test
296316,train
296421,train
296437,train
296535,test
296750,train
296846,train
296998,train
297483,train
297992,train
298300,train
298783,train
299011,validation
299092,train
299449,train
299460,train
299551,train
299833,train
300577,train
300835,train
300904,train
300938,train
301120,train
301662,train
301730,train
301840,train
301947,test
302022,validation
302383,train
302392,train
302424,train
302462,validation
302521,train
302549,train
302764,train
302861,validation
303033,train
303041,train
303183,train
303279,train
303304,train
303393,train
303426,train
303570,train
303925,train
304063,train
304627,train
305182,train
305442,train
305620,train
305625,train
305815,train
305826,validation
306473,train
306479,train
306684,train
307041,train
308634,validation
308844,validation
308861,train
309728,train
309838,train
309924,train
310835,train
310982,train
311168,train
311324,train
311394,test
311520,train
311633,validation
311838,train
312232,train
312397,train
312456,train
312723,train
312738,train
312812,test
312829,train
312945,train
313373,test
313531,train
313812,train
314525,train
315195,validation
315393,test
315706,test
316084,train
316142,validation
316222,train
316297,train
317116,train
317458,train
317546,test
317624,test
317816,train
317860,train
317951,train
318021,validation
318717,train
318895,train
319046,train
319165,train
319239,train
319468,test
319678,train
319712,train
319903,train
320030,train
320070,test
320326,train
320599,train
321043,train
321334,train
321416,train
321634,train
321730,train
322094,train
322311,train
322656,train
322671,train
322921,train
323159,validation
323260,validation
323948,train
323989,train
324193,train
324238,train
324933,validation
325155,train
325348,train
325526,validation
325702,validation
325886,train
326076,train
326086,train
326194,train
326268,test
326541,validation
326628,train
326918,train
327234,validation
327409,train
327479,train
328159,train
328224,train
328688,train
329255,train
329936,train
330138,train
330356,train
330544,train
330969,train
331059,validation
331063,train
331146,train
331497,train
331847,validation
331996,train
332240,train
333805,train
334237,train
334438,train
334935,train
336261,train
336666,train
336748,train
337334,train
337445,train
337472,train
337499,train
337511,train
337608,train
337968,validation
338258,test
338261,train
338694,train
338786,train
339067,validation
339373,train
339388,train
339585,train
339763,train
340030,validation
340673,train
340730,train
340772,validation
340773,train
341013,train
341340,train
341477,test
341698,train
342113,train
342217,train
342638,train
342665,train
342877,train
343092,train
343438,test
343478,train
343888,train
343952,train
343994,train
344076,test
344161,train
344345,train
344363,train
344780,train
344897,train
344900,train
345528,train
345774,train
345803,train
345873,train
346249,test
346272,train
346313,train
346372,train
346436,train
346577,train
346684,test
346788,train
347248,validation
347280,train
347981,train
348329,test
348347,train
348832,test
349298,train
349597,test
349685,train
349851,train
350015,train
350330,train
350436,train
350441,train
350634,train
351116,train
351385,train
351432,train
351442,train
351656,train
351691,train
351828,train
351835,train
352085,test
354148,validation
354548,train
354840,train
355249,train
356338,train
356410,train
356725,train
356747,train
356934,train
357944,train
357995,validation
358336,train
358668,validation
358745,test
359407,train
359691,train
359773,train
359871,test
360078,test
360156,train
360403,train
360563,train
360641,train
360746,train
360823,test
360913,train
361002,train
361046,train
361083,train
361203,train
361412,train
361517,test
361680,test
362051,train
362134,validation
362673,train
362865,train
362871,train
363927,train
364070,test
364376,train
364566,train
364625,train
364761,train
364974,train
365928,train
366670,train
366914,train
366972,validation
367174,train
367553,train
368178,train
368277,train
368494,train
368785,train
368823,test
368900,train
369194,validation
369305,test
369449,train
369522,train
369534,train
369664,test
370000,test
370024,train
370069,train
370155,train
370249,test
370363,test
370806,train
371233,train
371583,train
371849,train
371893,validation
372675,train
372967,train
373501,train
373690,test
374033,train
374117,train
374166,train
374180,test
374235,validation
374326,train
374767,train
374892,train
375296,train
375992,train
376027,test
376217,train
376464,validation
376533,train
376547,train
376658,train
376943,train
377476,train
377653,train
377908,train
378055,train
378302,train
378314,test
378609,train
378774,validation
378792,train
378869,train
378921,train
379191,validation
379290,train
379333,train
379439,train
379577,train
379654,train
379704,train
379944,train
380014,validation
380191,train
380949,train
381185,train
381485,train
382065,train
382131,train
382148,test
383098,validation
383467,validation
383524,train
383684,train
383751,train
383790,train
383904,train
384028,train
384428,train
384555,train
384563,train
384615,train
384825,train
385321,train
385784,train
385863,train
386006,validation
386110,train
386160,train
386736,train
386749,train
386839,validation
386842,train
388116,train
388586,validation
389159,train
389373,train
389419,train
389533,train
389553,train
389659,train
389930,test
390406,train
390419,train
390465,train
390547,test
390817,validation
391050,train
391896,train
392079,train
392120,train
392306,train
392666,train
392927,train
393075,test
393102,train
393145,test
393163,train
393331,train
393544,train
393547,train
394096,train
394125,train
394236,train
395001,train
395027,train
395088,train
395197,train
395336,train
395671,test
395826,train
396041,train
396212,train
396365,train
396367,test
396631,train
396947,train
397002,train
397193,train
397490,test
398034,train
398095,train
398237,train
398251,train
398363,train
398914,train
399247,train
399258,validation
399338,train
399426,train
399834,train
399836,test
400371,train
400756,train
401465,train
401731,train
401739,train
401861,train
403109,train
403309,train
403454,train
403845,validation
404161,test
404303,train
404450,train
404472,train
404492,train
405591,validation
406126,train
406271,train
406358,train
406754,train
406896,train
407042,train
407382,train
408015,train
408384,train
408752,validation
408984,train
409066,test
409236,train
409238,train
409465,train
409591,validation
409607,test
409701,train
409743,test
410260,validation
410346,train
410703,train
410771,validation
410935,validation
410943,train
410966,test
411046,train
411129,train
411355,train
411440,train
411539,train
411610,train
411628,test
411794,train
412171,train
412313,train
412415,train
412816,test
413384,train
413528,validation
413778,train
414338,train
414495,train
414530,train
414834,train
414968,train
415659,train
415930,train
416142,train
416426,train
417027,train
417189,train
417348,validation
417544,train
417723,train
418149,test
418351,train
418442,train
418823,train
418908,train
419731,validation
419845,validation
420134,test
420201,train
420309,train
420499,train
420760,train
420844,train
421506,train
421727,train
421784,train
422173,validation
422205,validation
422383,train
422537,train
424218,train
424492,validation
424766,train
424828,train
424851,train
425202,train
425650,train
426334,train
426529,train
426668,train
427031,train
427094,train
427256,validation
427661,train
427718,validation
428376,train
428528,train
428681,train
428977,train
429305,train
429468,train
429684,train
430035,train
430088,validation
430139,test
430185,train
430425,test
430701,train
430765,train
431022,validation
431317,train
431775,train
432240,train
432292,validation
432407,validation
432623,train
433066,train
433486,train
433565,train
434423,train
434719,train
435047,train
435672,train
435933,train
436024,train
436363,test
436384,train
436695,train
436856,train
436989,train
437065,train
437321,train
437944,train
437962,train
438225,train
438385,train
438444,test
438450,train
438453,train
438634,train
438655,train
438693,train
438754,train
438775,train
439311,train
439528,train
439543,train
439721,train
439876,train
440029,train
440413,train
440866,train
440889,validation
441342,train
441444,validation
441503,train
441920,train
442280,train
442385,test
442422,train
442528,train
442751,train
443513,train
443597,train
443668,test
443936,test
444121,train
444478,test
444635,train
444745,train
444793,train
445069,train
445116,test
445214,train
445339,train
445442,train
445676,train
445946,train
446481,test
446730,validation
446748,train
447150,train
447275,train
447378,train
447404,train
447484,train
447485,train
447623,train
448085,train
448229,train
448346,train
448360,train
448873,test
449445,train
449581,validation
449911,train
450010,train
450167,train
450241,validation
450250,train
450324,train
450337,train
450411,train
450454,train
451055,test
451127,train
451542,train
451630,train
451661,train
451729,train
451816,train
451864,train
452683,train
452985,train
453919,validation
454388,train
454815,train
455235,train
455625,train
455942,train
456393,train
456860,train
457016,test
457355,train
457417,train
457620,train
458258,train
458268,train
458440,validation
458445,train
458734,train
458999,train
459399,train
460143,train
460672,train
460901,train
461370,train
461834,train
461836,test
462061,train
462490,validation
463250,train
463368,train
463385,train
463388,train
463770,train
463881,train
464047,train
464210,test
464327,train
464467,train
464507,train
464781,validation
464815,train
464984,train
465359,train
466068,train
466325,test
466534,train
466622,train
466668,test
466876,train
467450,train
467617,train
468327,train
468361,train
468483,train
468893,train
469273,train
469672,train
470113,validation
470320,train
470589,train
470741,train
470800,train
470861,train
470875,train
470919,train
471501,train
472047,train
472121,train
472187,train
472428,test
472710,train
472772,train
473021,train
473029,test
473104,train
473294,train
473530,train
473847,validation
474024,train
474034,train
474294,validation
474304,validation
474575,test
474718,train
474795,train
474850,train
475393,train
475511,train
475737,train
475813,train
476112,train
476165,train
